title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i,title_norm,author_norm,year,_year_bucket,_text,item_id,themes
Greedy zebra,Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/4235260-L.jpg,ol_author,"Relates how the animals of the world, once all a dull color, acquired their furs and spots and stripes and horns, and how Zebra's greedy appetite caused him to get his particular coloring.",,greedy zebra | mwenye hadithi,4235260.0,greedy zebra,mwenye hadithi,,,"Greedy zebra 
Mwenye Hadithi. 
",323,"['Oppression', 'Poverty', 'Greed']"
Hot Hippo,Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/188925-L.jpg,ol_author,Relates why the hippopotamus lives in water.,,hot hippo | mwenye hadithi,188925.0,hot hippo,mwenye hadithi,,,"Hot Hippo 
Mwenye Hadithi. 
",324,"['Urban vs rural life', 'Hard work', 'Love and heartbreak']"
Lazy lion,Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/6612454-L.jpg,ol_author,A lazy and demanding lion orders the animals of his kingdom to build him a house before the Big Rain comes.,,lazy lion | mwenye hadithi,6612454.0,lazy lion,mwenye hadithi,,,"Lazy lion 
Mwenye Hadithi. 
",325,"['Laziness', 'Poverty', 'Oppression']"
Baby baboon,Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/9996606-L.jpg,ol_author,"When lazy Leopard cannot catch Hare for his dinner, he goes after Baby Baboon instead.",,baby baboon | mwenye hadithi,9996606.0,baby baboon,mwenye hadithi,,,"Baby baboon 
Mwenye Hadithi. 
",326,"['Parent-child relationships', 'Post-independence struggles', 'Urban vs rural life']"
Hungry Hyena,Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/7403292-L.jpg,ol_author,,,hungry hyena | mwenye hadithi,7403292.0,hungry hyena,mwenye hadithi,,,"Hungry Hyena 
Mwenye Hadithi. 
",327,"['Urban vs rural life', 'Agriculture and food security', 'Gender roles and feminism']"
Tricky Tortoise,Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/7386293-L.jpg,ol_author,"Tortoise outsmarts Elephant by proving he can jump right over the elephant's ""tiny and stupid"" head.",,tricky tortoise | mwenye hadithi,7386293.0,tricky tortoise,mwenye hadithi,,,"Tricky Tortoise 
Mwenye Hadithi. 
",328,"['Morality and ethics', 'Hard work', 'Poverty']"
Laughing Giraffe,Mwenye Hadithi,,,,,,,https://covers.openlibrary.org/b/id/9872153-L.jpg,ol_author,A giraffe learns that being loudest does not necessarily get the message across best.,,laughing giraffe | mwenye hadithi,9872153.0,laughing giraffe,mwenye hadithi,,,"Laughing Giraffe 
Mwenye Hadithi 
",329,"['Power of language', 'Morality and ethics', 'Conflict in families']"
Lazy Lion (Picture Knight),Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/201789-L.jpg,ol_author,,,lazy lion (picture knight) | mwenye hadithi,201789.0,lazy lion picture knight,mwenye hadithi,,,"Lazy Lion (Picture Knight) 
Mwenye Hadithi. 
",330,"['Hard work', 'Folklore and oral traditions', 'Fate and free will']"
Cong ming de bian se long,Mwenye Hadithi,,,,,,,https://covers.openlibrary.org/b/id/12980757-L.jpg,ol_author,,,cong ming de bian se long | mwenye hadithi,12980757.0,cong ming de bian se long,mwenye hadithi,,,"Cong ming de bian se long 
Mwenye Hadithi 
",331,"['Post-independence struggles', 'Urban vs rural life', 'Community solidarity']"
Handsome Hog (African Animal Tales),Mwenye Hadithi,,,,,,,https://covers.openlibrary.org/b/id/8406951-L.jpg,ol_author,,,handsome hog (african animal tales) | mwenye hadithi,8406951.0,handsome hog african animal tales,mwenye hadithi,,,"Handsome Hog (African Animal Tales) 
Mwenye Hadithi 
",332,"['Folklore and oral traditions', 'Ethnic diversity', 'Marriage and relationships']"
African Animal Tales,Mwenye Hadithi,,,,,,,,ol_author,,,african animal tales | mwenye hadithi,,african animal tales,mwenye hadithi,,,"African Animal Tales 
Mwenye Hadithi 
",333,"['Folklore and oral traditions', 'Indigenous knowledge', 'Poverty']"
Gardening in East Africa,Mwenye Hadithi,,,,,,,,ol_author,,,gardening in east africa | mwenye hadithi,,gardening in east africa,mwenye hadithi,,,"Gardening in East Africa 
Mwenye Hadithi 
",334,"['Climate and nature', 'Agriculture and food security', 'Environmental conservation']"
Baby Baboon (Picture Knight),Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/201873-L.jpg,ol_author,,,baby baboon (picture knight) | mwenye hadithi,201873.0,baby baboon picture knight,mwenye hadithi,,,"Baby Baboon (Picture Knight) 
Mwenye Hadithi. 
",335,"['Parent-child relationships', 'Urban vs rural life', 'Trauma and healing']"
Crafty Chameleon (Picture Knight),Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/1183492-L.jpg,ol_author,,,crafty chameleon (picture knight) | mwenye hadithi,1183492.0,crafty chameleon picture knight,mwenye hadithi,,,"Crafty Chameleon (Picture Knight) 
Mwenye Hadithi. 
",336,"['Urban vs rural life', 'Trauma and healing', 'Parent-child relationships']"
Greedy Zebra (Picture Knight),Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/201511-L.jpg,ol_author,,,greedy zebra (picture knight) | mwenye hadithi,201511.0,greedy zebra picture knight,mwenye hadithi,,,"Greedy Zebra (Picture Knight) 
Mwenye Hadithi. 
",337,"['Oppression', 'Greed', 'Urban vs rural life']"
Hot Hippo (Picture Knight),Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/201520-L.jpg,ol_author,,,hot hippo (picture knight) | mwenye hadithi,201520.0,hot hippo picture knight,mwenye hadithi,,,"Hot Hippo (Picture Knight) 
Mwenye Hadithi. 
",338,"['Urban vs rural life', 'Hard work', 'Justice and injustice']"
Hungry Hyena (Picture Knight),Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/1183717-L.jpg,ol_author,,,hungry hyena (picture knight) | mwenye hadithi,1183717.0,hungry hyena picture knight,mwenye hadithi,,,"Hungry Hyena (Picture Knight) 
Mwenye Hadithi. 
",339,"['Urban vs rural life', 'Agriculture and food security', 'Fate and free will']"
Strange and Difficult Times,Nanjala Nyabola,,,,,,,,ol_author,,,strange and difficult times | nanjala nyabola,,strange and difficult times,nanjala nyabola,,,"Strange and Difficult Times 
Nanjala Nyabola 
",340,"['Dreams and ambitions', 'Marriage and relationships', 'Bad governance']"
Digital Identities and Border Cultures,Nanjala Nyabola,,,,,,,,ol_author,,,digital identities and border cultures | nanjala nyabola,,digital identities and border cultures,nanjala nyabola,,,"Digital Identities and Border Cultures 
Nanjala Nyabola 
",341,"['Ethnic diversity', 'Wealth and materialism', 'Indigenous knowledge']"
"Digital Democracy, Analogue Politics",Nanjala Nyabola,,,,,,,,ol_author,"Kenya is the most digitally advanced country in sub-Saharan Africa, where Twitter, Facebook, WhatsApp, and other online platforms are part of everyday life. And, as in Western nations, the digital age has had dramatic effects on society and politics. Yet, while we hear about the #MeToo movement and the Russian bot scandal, there is little appreciation for the feminist movement #MyDressMyChoice and the subversion of state-run political propaganda by social media. Digital Democracy, Analogue Politics aims to change this by presenting a unique contribution to the debate on digital democracy. For traditionally marginalized groups, particularly women and the disabled, digital spaces have provided vital platforms that allow Kenyans to build new communities that transcend old ethnic and gender divisions. Covering attempts by political elites to prevent social movements from translating online visibility into meaningful offline gains, Digital Democracy, Analogue Politics explores the drastic efforts to contain online activism and new methods of feminist mobilization, as well as how ""fake news,"" Cambridge Analytica, and allegations of hacking contributed to tensions around the 2017 elections. Reframing digital democracy for the first time from the African perspective, Nanjala Nyabola's groundbreaking work opens up new ways of understanding our current global online era.",,digital democracy analogue politics | nanjala nyabola,,digital democracy analogue politics,nanjala nyabola,,,"Digital Democracy, Analogue Politics 
Nanjala Nyabola 
",342,"['Bad governance', 'Political violence', 'Post-independence struggles']"
City Murders,Nducu wa Ngugi,,,,,,,,ol_author,,,city murders | nducu wa ngugi,,city murders,nducu wa ngugi,,,"City Murders 
Nducu wa Ngugi 
",343,"['Urbanization', 'Urban vs rural life', 'Political violence']"
Blue mothertongue,Ngwatilo Mawiyoo,,,,,,,,ol_author,,,blue mothertongue | ngwatilo mawiyoo,,blue mothertongue,ngwatilo mawiyoo,,,"Blue mothertongue 
Ngwatilo Mawiyoo 
",344,"['Parent-child relationships', 'Community solidarity', 'Conflict in families']"
African Short Stories,Chinua Achebe,,,,,,,https://covers.openlibrary.org/b/id/14597051-L.jpg,ol_author,,,african short stories | chinua achebe,14597051.0,african short stories,chinua achebe,,,"African Short Stories 
Chinua Achebe 
",345,"['Resource exploitation', 'Folklore and oral traditions', 'Indigenous knowledge']"
To Africa with a dream,Olga Marlin,,,,,,,,ol_author,,,to africa with a dream | olga marlin,,to africa with a dream,olga marlin,,,"To Africa with a dream 
Olga Marlin 
",346,"['Dreams and ambitions', 'Silence and voice', 'Youth and unemployment']"
Con un sueño en África,Olga Marlin ,,,,,,,https://covers.openlibrary.org/b/id/13733065-L.jpg,ol_author,,,con un sueno en africa | olga marlin,13733065.0,con un sueno en africa,olga marlin,,,"Con un sueño en África 
Olga Marlin  
",347,"['Poverty', 'Wealth and materialism', 'Justice and injustice']"
Wealth not income,Olubayi Olubayi,,,,,,,,ol_author,,,wealth not income | olubayi olubayi,,wealth not income,olubayi olubayi,,,"Wealth not income 
Olubayi Olubayi 
",348,"['Poverty', 'Bad governance', 'Greed']"
Education for a Better World,Olubayi Olubayi,,,,,,,,ol_author,,,education for a better world | olubayi olubayi,,education for a better world,olubayi olubayi,,,"Education for a Better World 
Olubayi Olubayi 
",349,"['Bad governance', 'Education and opportunity', 'Oppression']"
Kaburi bila msalaba,P. M. Kareithi,,,,,,,,ol_author,,,kaburi bila msalaba | p m kareithi,,kaburi bila msalaba,p m kareithi,,,"Kaburi bila msalaba 
P. M. Kareithi 
",350,"['Bad governance', 'Religion and spirituality', 'Cultural heritage']"
The broken pot,P. M. Kareithi,,,,,,,,ol_author,The book is about a young boy whose mother has just died. The story is about the struggles of the young family as they adjust to a new life without wife and mother.,,the broken pot | p m kareithi,,the broken pot,p m kareithi,,,"The broken pot 
P. M. Kareithi 
",351,"['Greed', 'Religion and spirituality', 'Trauma and healing']"
Devil's own,P. M. Kareithi,,,,,,,,ol_author,,,devil s own | p m kareithi,,devil s own,p m kareithi,,,"Devil's own 
P. M. Kareithi 
",352,"['Greed', 'Religion and spirituality', 'Bad governance']"
Guide to politics in Mbiri,P. M. Kareithi,,,,,,,,ol_author,,,guide to politics in mbiri | p m kareithi,,guide to politics in mbiri,p m kareithi,,,"Guide to politics in Mbiri 
P. M. Kareithi 
",353,"['Bad governance', 'Political violence', 'Wealth and materialism']"
The maize plant,P. M. Kareithi,,,,,,,,ol_author,,,the maize plant | p m kareithi,,the maize plant,p m kareithi,,,"The maize plant 
P. M. Kareithi 
",354,"['Agriculture and food security', 'Indigenous knowledge', 'Wealth and materialism']"
Kenya's Uncertain Democracy,Peter Kagwanja,,,,,,,,ol_author,,,kenya s uncertain democracy | peter kagwanja,,kenya s uncertain democracy,peter kagwanja,,,"Kenya's Uncertain Democracy 
Peter Kagwanja 
",355,"['Bad governance', 'Greed', 'Wealth and materialism']"
An encumbered regional power?,Peter Kagwanja,,,,,,,,ol_author,"The main focus of this paper is the link between South Africa's grand pan-African ambitions, especially in the area of peace, security and governance, and its own capacity to pursue these objectives. Specifically, the paper examines Pretoria's involvement in Africa, and its internal capacity to support its mediation, peacekeeping and strengthening of the abilities of African institutions for peacemaking. Further, it examines the challenges posed by tension between its pan-African and economic interests as well as power rivalry at the continental level, which have greatly limited its ability to play a more assertive role in regional political and economic developments. Since its transition from apartheid to democracy in April 1994, South Africa has been an increasingly important player in peace promotion activities across the continent. Because of its moral power arising from its unique transition from apartheid to democracy, and its military and economic might, South Africa is widely viewed as being in the same league as other global middle-sized powers, and as a regional 'superpower'.",,an encumbered regional power? | peter kagwanja,,an encumbered regional power,peter kagwanja,,,"An encumbered regional power? 
Peter Kagwanja 
",356,"['Bad governance', 'Wealth and materialism', 'Ethnic diversity']"
Kiraitu Murungi,Peter Kagwanja,,,,,,,,ol_author,,,kiraitu murungi | peter kagwanja,,kiraitu murungi,peter kagwanja,,,"Kiraitu Murungi 
Peter Kagwanja 
",357,"['Wealth and materialism', 'Urban vs rural life', 'Bad governance']"
Eye on the nation,Peter Kagwanja,,,,,,,,ol_author,,,eye on the nation | peter kagwanja,,eye on the nation,peter kagwanja,,,"Eye on the nation 
Peter Kagwanja 
",358,"['Bad governance', 'Loneliness and isolation', 'Wealth and materialism']"
Paving Africa's silk road,Peter Kagwanja,,,,,,,,ol_author,,,paving africa s silk road | peter kagwanja,,paving africa s silk road,peter kagwanja,,,"Paving Africa's silk road 
Peter Kagwanja 
",359,"['Wealth and materialism', 'Greed', 'Bad governance']"
The African challenge,Philip Ndegwa,,,,,,,,ol_author,,,the african challenge | philip ndegwa,,the african challenge,philip ndegwa,,,"The African challenge 
Philip Ndegwa 
",360,"['Ethnic diversity', 'Political violence', 'Poverty']"
The common market and development in East Africa,Philip Ndegwa,,,,,,,https://covers.openlibrary.org/b/id/9635055-L.jpg,ol_author,,,the common market and development in east africa | philip ndegwa,9635055.0,the common market and development in east africa,philip ndegwa,,,"The common market and development in East Africa 
Philip Ndegwa 
",361,"['Greed', 'Bad governance', 'Poverty']"
Africa's Development Crisis and Related International Issues,Philip Ndegwa,,,,,,,https://covers.openlibrary.org/b/id/11694519-L.jpg,ol_author,,,africa s development crisis and related international issues | philip ndegwa,11694519.0,africa s development crisis and related international issues,philip ndegwa,,,"Africa's Development Crisis and Related International Issues 
Philip Ndegwa 
",362,"['Bad governance', 'Post-independence struggles', 'Greed']"
Africa to 2000 and beyond,Philip Ndegwa,,,,,,,https://covers.openlibrary.org/b/id/3909882-L.jpg,ol_author,,,africa to 2000 and beyond | philip ndegwa,3909882.0,africa to 2000 and beyond,philip ndegwa,,,"Africa to 2000 and beyond 
Philip Ndegwa 
",363,"['Ethnic diversity', 'Wealth and materialism', 'Dreams and ambitions']"
Philip Ndegwa on Africa's development crisis and related international issues,Philip Ndegwa,,,,,,,,ol_author,,,philip ndegwa on africa s development crisis and related international issues | philip ndegwa,,philip ndegwa on africa s development crisis and related international issues,philip ndegwa,,,"Philip Ndegwa on Africa's development crisis and related international issues 
Philip Ndegwa 
",364,"['Bad governance', 'Post-independence struggles', 'Greed']"
Report of Symposium on Development Options for Africa in the 1980s and Beyond,Philip Ndegwa,,,,,,,,ol_author,,,report of symposium on development options for africa in the 1980s and beyond | philip ndegwa,,report of symposium on development options for africa in the 1980s and beyond,philip ndegwa,,,"Report of Symposium on Development Options for Africa in the 1980s and Beyond 
Philip Ndegwa 
",365,"['Post-independence struggles', 'Environmental conservation', 'Bad governance']"
Africa's Development Crisis,Philip Ndegwa,,,,,,,,ol_author,,,africa s development crisis | philip ndegwa,,africa s development crisis,philip ndegwa,,,"Africa's Development Crisis 
Philip Ndegwa 
",366,"['Post-independence struggles', 'Bad governance', 'Greed']"
Management for development,Philip Ndegwa,,,,,,,,ol_author,,,management for development | philip ndegwa,,management for development,philip ndegwa,,,"Management for development 
Philip Ndegwa 
",367,"['Post-independence struggles', 'Bad governance', 'Dreams and ambitions']"
Still Sings the Nightbird,Philo Ikonya,,,,,,,,ol_author,"Do we live inside the breasts of our mothers? In the mind and hearts of two women, indeed at their breasts a nation lives. The whole universe is in the lives of the people Philo writes about. They hear the song of the nightjar and it has meaning. Inside a mother's chest her daughter hangs like a silent unvenerated Pieta.""Wakabi has eyes inside her breast. She sees from inside there. She knows this story well..."" A country's literature is rooted in its history. But when history is full of hardship can authors create books pregnant with optimism? In Still Sings the Nightbird Philo Ikonya defies the currents of hopelessness to point her readers to a glimmer of light at the end of the tunnel of nightmares. Out of the lonely cry of a nightjar, the rape of Kabi and indeed of Kenya, appears a light beaming into a brighter future.",,still sings the nightbird | philo ikonya,,still sings the nightbird,philo ikonya,,,"Still Sings the Nightbird 
Philo Ikonya 
",368,"['Dreams and ambitions', 'Marriage and relationships', 'Silence and voice']"
"Kenya, Will You Marry Me?",Philo Ikonya,,,,,,,,ol_author,,,kenya will you marry me? | philo ikonya,,kenya will you marry me,philo ikonya,,,"Kenya, Will You Marry Me? 
Philo Ikonya 
",369,"['Marriage and relationships', 'Conflict in families', 'Wealth and materialism']"
Splintering Silence,Philo Ikonya,,,,,,,,ol_author,,,splintering silence | philo ikonya,,splintering silence,philo ikonya,,,"Splintering Silence 
Philo Ikonya 
",370,"['Silence and voice', 'Trauma and healing', 'Justice and injustice']"
Invincible Nubia - adios Lampedusa!,Philo Ikonya,,,,,,,,ol_author,,,invincible nubia adios lampedusa! | philo ikonya,,invincible nubia adios lampedusa,philo ikonya,,,"Invincible Nubia - adios Lampedusa! 
Philo Ikonya 
",371,"['Marriage and relationships', 'Dreams and ambitions', 'Love and heartbreak']"
Aus dem GefÃ¤ngnis,Philo Ikonya,,,,,,,,ol_author,,,aus dem gefa$?ngnis | philo ikonya,,aus dem gefa ngnis,philo ikonya,,,"Aus dem GefÃ¤ngnis 
Philo Ikonya 
",372,"['Oppression', 'Conflict in families', 'Identity crisis']"
Leading the Night,Philo Ikonya,,,,,,,https://covers.openlibrary.org/b/id/10243246-L.jpg,ol_author,,,leading the night | philo ikonya,10243246.0,leading the night,philo ikonya,,,"Leading the Night 
Philo Ikonya 
",373,"['Dreams and ambitions', 'Marriage and relationships', 'Parent-child relationships']"
The Kenyan boy who became the president of America,Philo Ikonya,,,,,,,,ol_author,,,the kenyan boy who became the president of america | philo ikonya,,the kenyan boy who became the president of america,philo ikonya,,,"The Kenyan boy who became the president of America 
Philo Ikonya 
",374,"['Parent-child relationships', 'Bad governance', 'Greed']"
This bread of peace,Philo Ikonya,,,,,,,,ol_author,,,this bread of peace | philo ikonya,,this bread of peace,philo ikonya,,,"This bread of peace 
Philo Ikonya 
",375,"['Justice and injustice', 'Religion and spirituality', 'Wealth and materialism']"
Triple heritage,Rasna Warah,,,,,,,,ol_author,,,triple heritage | rasna warah,,triple heritage,rasna warah,,,"Triple heritage 
Rasna Warah 
",376,"['Cultural heritage', 'Wealth and materialism', 'Fate and free will']"
Lords of Impunity,Rasna Warah,,,,,,,https://covers.openlibrary.org/b/id/14829774-L.jpg,ol_author,,,lords of impunity | rasna warah,14829774.0,lords of impunity,rasna warah,,,"Lords of Impunity 
Rasna Warah 
",377,"['Gender roles and feminism', 'Bad governance', 'Poverty']"
War crimes,Rasna Warah,,,,,,,,ol_author,"In War Crimes Kenyan journalist Rasna Warah exposes how foreign governments and humanitarian agencies conspired to keep Somalia in a permanent state of under-development and conflict and how Somali politicians, warlords, clan-based fiefdoms and terrorists benefited from the ensuing chaos and anarchy. The book is about the many war crimes that have taken place in Somalia in the name of peace, development, religion and reconciliation. It reveals who gained from the spoils of war and who paid the price. War Crimes is an insightful examination of why a failed state colluded in its own destruction and why the international community did little to stop it.",,war crimes | rasna warah,,war crimes,rasna warah,,,"War crimes 
Rasna Warah 
",378,"['Political violence', 'Justice and injustice', 'Morality and ethics']"
Red soil and roasted maize,Rasna Warah,,,,,,,,ol_author,,,red soil and roasted maize | rasna warah,,red soil and roasted maize,rasna warah,,,"Red soil and roasted maize 
Rasna Warah 
",379,"['Agriculture and food security', 'Resource exploitation', 'Indigenous knowledge']"
Unsilenced,Rasna Warah,,,,,,,https://covers.openlibrary.org/b/id/14848269-L.jpg,ol_author,,,unsilenced | rasna warah,14848269.0,unsilenced,rasna warah,,,"Unsilenced 
Rasna Warah 
",380,"['Wealth and materialism', 'Bad governance', 'Gender roles and feminism']"
"Missionaries, Mercenaries and Misfits",Rasna Warah,,,,,,,https://covers.openlibrary.org/b/id/10685855-L.jpg,ol_author,,,missionaries mercenaries and misfits | rasna warah,10685855.0,missionaries mercenaries and misfits,rasna warah,,,"Missionaries, Mercenaries and Misfits 
Rasna Warah 
",381,"['Wealth and materialism', 'Poverty', 'Gender roles and feminism']"
Mogadishu Then and Now,Rasna Warah,,,,,,,https://covers.openlibrary.org/b/id/10685052-L.jpg,ol_author,,,mogadishu then and now | rasna warah,10685052.0,mogadishu then and now,rasna warah,,,"Mogadishu Then and Now 
Rasna Warah 
",382,"['Wealth and materialism', 'Urban vs rural life', 'Fate and free will']"
Mfalme Chui Mkatili,Rebecca Nandwa,,,,,,,https://covers.openlibrary.org/b/id/14071820-L.jpg,ol_author,,,mfalme chui mkatili | rebecca nandwa,14071820.0,mfalme chui mkatili,rebecca nandwa,,,"Mfalme Chui Mkatili 
Rebecca Nandwa 
",383,"['Wealth and materialism', 'Religion and spirituality', 'Urban vs rural life']"
Naledi,Rebecca Nandwa,,,,,,,,ol_author,,,naledi | rebecca nandwa,,naledi,rebecca nandwa,,,"Naledi 
Rebecca Nandwa 
",384,"['Wealth and materialism', 'Marriage and relationships', 'Religion and spirituality']"
Mnyama mwenye huruma,Rebecca Nandwa,,,,,,,,ol_author,,,mnyama mwenye huruma | rebecca nandwa,,mnyama mwenye huruma,rebecca nandwa,,,"Mnyama mwenye huruma 
Rebecca Nandwa 
",385,"['Wealth and materialism', 'Gender roles and feminism', 'Bad governance']"
The sacred seed,Rebeka Njau,,,,,,,,ol_author,,,the sacred seed | rebeka njau,,the sacred seed,rebeka njau,,,"The sacred seed 
Rebeka Njau 
",386,"['Indigenous knowledge', 'Religion and spirituality', 'Traditional beliefs']"
Ripples in the pool,Rebeka Njau,,,,,,,https://covers.openlibrary.org/b/id/14720299-L.jpg,ol_author,,,ripples in the pool | rebeka njau,14720299.0,ripples in the pool,rebeka njau,,,"Ripples in the pool 
Rebeka Njau 
",387,"['Laziness', 'Climate and nature', 'Environmental conservation']"
Kenya women heroes and their mystical power,Rebeka Njau,,,,,,,,ol_author,,,kenya women heroes and their mystical power | rebeka njau,,kenya women heroes and their mystical power,rebeka njau,,,"Kenya women heroes and their mystical power 
Rebeka Njau 
",388,"['Wealth and materialism', 'Gender roles and feminism', 'Generosity']"
Mirrors of my life,Rebeka Njau,,,,,,,,ol_author,,,mirrors of my life | rebeka njau,,mirrors of my life,rebeka njau,,,"Mirrors of my life 
Rebeka Njau 
",389,"['Dreams and ambitions', 'Youth and unemployment', 'Fate and free will']"
The hypocrite and other stories,Rebeka Njau,,,,,,,,ol_author,,,the hypocrite and other stories | rebeka njau,,the hypocrite and other stories,rebeka njau,,,"The hypocrite and other stories 
Rebeka Njau 
",390,"['Morality and ethics', 'Selfishness', 'Honesty vs dishonesty']"
The scar,Rebeka Njau,,,,,,,,ol_author,,,the scar | rebeka njau,,the scar,rebeka njau,,,"The scar 
Rebeka Njau 
",391,"['Trauma and healing', 'Naming and symbolism', 'Love and heartbreak']"
Dedan Kimathi,Samuel Kahiga,,,,,,,,ol_author,,,dedan kimathi | samuel kahiga,,dedan kimathi,samuel kahiga,,,"Dedan Kimathi 
Samuel Kahiga 
",392,"['Bad governance', 'Silence and voice', 'Wealth and materialism']"
Paradise farm,Samuel Kahiga,,,,,,,,ol_author,,,paradise farm | samuel kahiga,,paradise farm,samuel kahiga,,,"Paradise farm 
Samuel Kahiga 
",393,"['Agriculture and food security', 'Religion and spirituality', 'Generosity']"
When the stars are scattered,Samuel Kahiga,,,,,,,https://covers.openlibrary.org/b/id/4377948-L.jpg,ol_author,,,when the stars are scattered | samuel kahiga,4377948.0,when the stars are scattered,samuel kahiga,,,"When the stars are scattered 
Samuel Kahiga 
",394,"['Religion and spirituality', 'Wealth and materialism', 'Hope and despair']"
The girl from abroad,Samuel Kahiga,,,,,,,https://covers.openlibrary.org/b/id/8441685-L.jpg,ol_author,,,the girl from abroad | samuel kahiga,8441685.0,the girl from abroad,samuel kahiga,,,"The girl from abroad 
Samuel Kahiga 
",395,"['Wealth and materialism', 'Parent-child relationships', 'Migration and diaspora']"
Lover in the sky,Samuel Kahiga,,,,,,,,ol_author,,,lover in the sky | samuel kahiga,,lover in the sky,samuel kahiga,,,"Lover in the sky 
Samuel Kahiga 
",396,"['Religion and spirituality', 'Marriage and relationships', 'Silence and voice']"
Flight to Juba,Samuel Kahiga,,,,,,,,ol_author,,,flight to juba | samuel kahiga,,flight to juba,samuel kahiga,,,"Flight to Juba 
Samuel Kahiga 
",397,"['Migration and diaspora', 'Agriculture and food security', 'Religion and spirituality']"
A study of Kalenjin linguistics,Taaitta Toweett,,,,,,,,ol_author,,,a study of kalenjin linguistics | taaitta toweett,,a study of kalenjin linguistics,taaitta toweett,,,"A study of Kalenjin linguistics 
Taaitta Toweett 
",398,"['Indigenous knowledge', 'Power of language', 'Urban vs rural life']"
Oral (traditional) history of the Kipsigis,Taaitta Toweett,,,,,,,,ol_author,,,oral (traditional) history of the kipsigis | taaitta toweett,,oral traditional history of the kipsigis,taaitta toweett,,,"Oral (traditional) history of the Kipsigis 
Taaitta Toweett 
",399,"['Indigenous knowledge', 'Conflict in families', 'Wealth and materialism']"
Tears over a dead cow and other stories,Taaitta Toweett,,,,,,,,ol_author,,,tears over a dead cow and other stories | taaitta toweett,,tears over a dead cow and other stories,taaitta toweett,,,"Tears over a dead cow and other stories 
Taaitta Toweett 
",400,"['Folklore and oral traditions', 'Indigenous knowledge', 'Trauma and healing']"
An African's year in England,Taaitta Toweett,,,,,,,,ol_author,,,an african s year in england | taaitta toweett,,an african s year in england,taaitta toweett,,,"An African's year in England 
Taaitta Toweett 
",401,"['Generosity', 'Oppression', 'Ethnic diversity']"
English-Swahili-Kalenjin,Taaitta Toweett,,,,,,,,ol_author,,,english swahili kalenjin | taaitta toweett,,english swahili kalenjin,taaitta toweett,,,"English-Swahili-Kalenjin 
Taaitta Toweett 
",402,"['Power of language', 'Urban vs rural life', 'Trauma and healing']"
Epitaph on colonialism and shorter poems,Taaitta Toweett,,,,,,,,ol_author,,,epitaph on colonialism and shorter poems | taaitta toweett,,epitaph on colonialism and shorter poems,taaitta toweett,,,"Epitaph on colonialism and shorter poems 
Taaitta Toweett 
",403,"['Wealth and materialism', 'Indigenous knowledge', 'Migration and diaspora']"
Tears over a dead cow,Taaitta Toweett,,,,,,,,ol_author,,,tears over a dead cow | taaitta toweett,,tears over a dead cow,taaitta toweett,,,"Tears over a dead cow 
Taaitta Toweett 
",404,"['Trauma and healing', 'Hope and despair', 'Folklore and oral traditions']"
Unsung heroes of Lancaster,Taaitta Toweett,,,,,,,,ol_author,,,unsung heroes of lancaster | taaitta toweett,,unsung heroes of lancaster,taaitta toweett,,,"Unsung heroes of Lancaster 
Taaitta Toweett 
",405,"['Folklore and oral traditions', 'Generosity', 'Trauma and healing']"
Twilight woman,Thomas Akare,,,,,,,,ol_author,,,twilight woman | thomas akare,,twilight woman,thomas akare,,,"Twilight woman 
Thomas Akare 
",406,"['Education and opportunity', 'Fate and free will', 'Morality and ethics']"
The slums,Thomas Akare,,,,,,,https://covers.openlibrary.org/b/id/4334843-L.jpg,ol_author,,,the slums | thomas akare,4334843.0,the slums,thomas akare,,,"The slums 
Thomas Akare 
",407,"['Greed', 'Education and opportunity', 'Indigenous knowledge']"
The road to Eldoret and other stories,Tony Mochama,,,,,,,,ol_author,,,the road to eldoret and other stories | tony mochama,,the road to eldoret and other stories,tony mochama,,,"The road to Eldoret and other stories 
Tony Mochama 
",408,"['Dreams and ambitions', 'Folklore and oral traditions', 'Urbanization']"
Princess Adhis and the naija coca broda,Tony Mochama,,,,,,,,ol_author,A novel.,,princess adhis and the naija coca broda | tony mochama,,princess adhis and the naija coca broda,tony mochama,,,"Princess Adhis and the naija coca broda 
Tony Mochama 
",409,"['Bad governance', 'Parent-child relationships', 'Indigenous knowledge']"
