title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i
The River Between,Ngũgĩ wa Thiong'o,"East African Educational Publishers, Kenya",,,English,1965-01-01T00:00:00Z,OL10246W,http://books.google.com/books/content?id=gf8kyhYA3bwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Explores life on the Makuyu and Kameno ridges of Kenya in the early days of white settlement. Faced with an alluring, new religion and ""magical"" customs, the Gikuyu people are torn between those who fear the unknown and those who see beyond it.",,the river between | ngugi wa thiong o,
Ngugi Wa Thiong'o's drama and the kamiriithu popular theater experiment by Gichingiri Ndingiriri,Ngũgĩ wa Thiong'o,Africa World Press,,,English,2007-01-01T00:00:00Z,,,wikidata,,,ngugi wa thiong o s drama and the kamiriithu popular theater experiment by gichingiri ndingiriri | ngugi wa thiong o,
Kwani,Binyavanga Wainaina,,9966-9836-6-X,978-9966-9836-6-4,English,2007-01-01T00:00:00Z,,http://books.google.com/books/content?id=-Wnv4ezcR-kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Following and keeping close to the great tradition set by its three predecessors, Kwani? 4 presents a wail of new voices in literary concert with the not so new. The now established talents- Binyavanga Wainaina, Muthoni Garland, Doreen Baingana- share these pages with the fast risers: Billy Kahora, Mukoma wa Ngugi and Shalini Gidoomal. And Kwani? 4 has delved deeper into the all those spaces where the Kenyan story lives: the street corners, the neighbourhood pubs, the in-between semi rural places where the clash of cultures- the traditional versus the modern- continues to redefine the social roles of the individual, dismantle patriarchal constructs and still retain the pithy wit and the devices of ancient orature that time and the ritual of the communal fireside have honed. Still, as though in ridicule of such notions of Africa as being the continent on the lee side of the Digital Divide, Kwani? 4 reaches into the burgeoning realms of the Kenyan blogosphere to bring such politically aware, borderline intellectual and only-two-degrees-shy-of-rebellious voices bringing a fresh look at the old themes of politics, slices of life and religion and placing them alongside such taboo subjects as sex beyond the hetero-normative ideal. Kwani? 4 is established in Africa as the space for cutting-edge new fiction, mind provoking non fiction and photo-essays and witty graphic narratives.",978-9966-9836-6-4,kwani | binyavanga wainaina,
The scar : a tragedy in one act,Rebeka Njau,,,,English,,,http://books.google.com/books/content?id=LgXcoW9HYIcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Female genital excision, or the ritual of cutting the external genitals of girls and women, is undoubtedly one of the most heavily and widely debated cultural traditions of our time. By looking at how writers of African descent have presented the practice in their literary work, Elisabeth Bekers shows how the debate on female genital excision evolved over the last four decades of the twentieth century, in response to changing attitudes about ethnicity, nationalism, colonialism, feminism, and human rights. Rising Anthills (the title refers to a Dogon myth) analyzes works in English, French, and Arabic by African and African American writers, both women and men, from different parts of the African continent and the diaspora. Attending closely to the nuances of language and the complexities of the issue, Bekers explores lesser-known writers side by side with such recognizable names as Ngugi wa Thiong’o, Flora Nwapa, Nawal El Saadawi, Ahmadou Kourouma, Calixthe Beyala, Alice Walker, and Gloria Naylor. Following their literary discussions of female genital excision, she discerns a gradual evolution—from the 1960s, when writers mindful of its communal significance carefully “wrote around” the physical operation, through the 1970s and 1980s, when they began to speak out against the practice and their societies’ gender politics, to the late 1990s, when they situated their denunciations of female genital excision in a much broader, international context of women’s oppression and the struggle for women’s rights.",,the scar : a tragedy in one act | rebeka njau,
Son of Woman,Charles Mangua,,,,,1971-01-01T00:00:00Z,,http://books.google.com/books/content?id=EMFV7jBM3o0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"An instant success and bestseller in Kenya, which ran into 6 reprints, this prize-winning novel marked the beginning of popular literature in Kenya. Mangua's novel is a fictional, autobiographical account of the son of a prostitute. The male narrator describes his life as the orphan of a prostitute in the slums of Nairobi, a young man frequenting bars and brothels, a student, corrupt civil servant and seasonal convict. His is a humorous and cynical account revealing much about the unsavoury aspects of a world experiencing rapid social change. Charles Mangua is a prolific writer of popular literature, and author of three other novels, Son of Woman in Mombasa (the sequel to Son of Woman), A Tail in the Mouth, and Kanina and I.",,son of woman | charles mangua,
Game of silence,Francis D. Imbuga,Heinemann,,,English,1977-01-01T00:00:00Z,,http://books.google.com/books/content?id=Cjx-wdEy-1UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,,,game of silence | francis d imbuga,
Siku Njema,Ken Waliaula,,,,Swahili,1996-01-01T00:00:00Z,OL19393891W,http://books.google.com/books/content?id=diqI3tdvLYIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,,,siku njema | ken waliaula,
Maps of Englishness,Simon Gikandi,Columbia University Press,0-231-07611-8,978-0-231-07611-1,English,1996-04-15T00:00:00Z,,http://books.google.com/books/content?id=QeodrOfS7zQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Gikandi explores the politics of identity to analyze how the colonial experience inspired narrative forms that changed the nature of the English identity by surveying the British imperial tradition since the nineteenth century. He provides detailed readings of the works of Trollope, Carlyle, and others; through the narratives of imperial women travelers such as Mary Kingsley and Mary Seacole; and through Africanist texts by Joseph Conrad, Graham Greene and postcolonialists such as Salman Rushdie and Joan Riley.",978-0-231-07611-1,maps of englishness | simon gikandi,
Red Strangers,Elspeth Huxley,Chatto & Windus,,,English,1939-01-01T00:00:00Z,OL56150W,,wikidata,,,red strangers | elspeth huxley,
The Colombia Guide to East African Literature in English Since 1945,Simon Gikandi,Columbia University,,,English,2007-01-01T00:00:00Z,,http://books.google.com/books/content?id=ywEKyvOO_S0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"The Columbia Guide to East African Literature in English Since 1945 challenges the conventional belief that the English-language literary traditions of East Africa are restricted to the former British colonies of Kenya, Uganda, and Tanzania. Instead, these traditions stretch far into such neighboring countries as Somalia and Ethiopia. Simon Gikandi and Evan Mwangi assemble a truly inclusive list of major writers and trends. They begin with a chronology of key historical events and an overview of the emergence and transformation of literary culture in the region. Then they provide an alphabetical list of major writers and brief descriptions of their concerns and achievements. Some of the writers discussed include the Kenyan novelists Grace Ogot and Ngugi wa Thiong'o, Ugandan poet and essayist Taban Lo Liyong, Ethiopian playwright and poet Tsegaye Gabre-Medhin, Tanzanian novelist and diplomat Peter Palangyo, Ethiopian novelist Berhane Mariam Sahle-Sellassie, and the novelist M. G. Vassanji, who portrays the Indian diaspora in Africa, Europe, and North America. Separate entries within this list describe thematic concerns, such as colonialism, decolonization, the black aesthetic, and the language question; the growth of genres like autobiography and popular literature; important movements like cultural nationalism and feminism; and the impact of major forces such as AIDS/HIV, Christian missions, and urbanization. Comprehensive and richly detailed, this guide offers a fresh perspective on the role of East Africa in the development of African and world literature in English and a new understanding of the historical, cultural, and geopolitical boundaries of the region.",,the colombia guide to east african literature in english since 1945 | simon gikandi,
The Perfect Nine: The Epic Gikuyu and Mumbi,Ngũgĩ wa Thiong'o,,,,Gikuyu,2020-01-01T00:00:00Z,,http://books.google.com/books/content?id=35_LDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"A dazzling, genre-defying novel in verse from the author Delia Owens says “tackles the absurdities, injustices, and corruption of a continent” Ngũgĩ wa Thiong’o’s novels and memoirs have received glowing praise from the likes of President Barack Obama, the New Yorker, the New York Times Book Review, The Guardian, and NPR; he has been a finalist for the Man International Booker Prize and was annually tipped to win the Nobel Prize for Literature; and his books have sold tens of thousands of copies around the world. In his first attempt at the epic form, Ngũgĩ tells the story of the founding of the Gĩkũyũ people of Kenya, from a strongly feminist perspective. A verse narrative, blending folklore, mythology, adventure, and allegory, The Perfect Nine chronicles the efforts the Gĩkũyũ founders make to find partners for their ten beautiful daughters—called “The Perfect Nine” —and the challenges they set for the 99 suitors who seek their hands in marriage. The epic has all the elements of adventure, with suspense, danger, humor, and sacrifice. Ngũgĩ’s epic is a quest for the beautiful as an ideal of living, as the motive force behind migrations of African peoples. He notes, “The epic came to me one night as a revelation of ideals of quest, courage, perseverance, unity, family; and the sense of the divine, in human struggles with nature and nurture.”",,the perfect nine: the epic gikuyu and mumbi | ngugi wa thiong o,
