title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i,title_norm,author_norm,year,_year_bucket,_text,item_id,themes
Of Thee I Sing,Barack Obama,Alfred A. Knopf,,,English,2010-01-01,OL15897399W,http://books.google.com/books/content?id=B6YCffPQR-cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Barack Obama delivers a tender, beautiful letter to his daughters in this powerful picture book illustrated by award-winner Loren Long that's made to be treasured! In this poignant letter to his daughters, Barack Obama has written a moving tribute to thirteen groundbreaking Americans and the ideals that have shaped our nation. From the artistry of Georgia O'Keeffe, to the courage of Jackie Robinson, to the patriotism of George Washington, Obama sees the traits of these heroes within his own children, and within all of America’s children. Breathtaking, evocative illustrations by award-winning artist Loren Long at once capture the personalities and achievements of these great Americans and the innocence and promise of childhood. This beautiful book celebrates the characteristics that unite all Americans, from our nation’s founders to generations to come. It is about the potential within each of us to pursue our dreams and forge our own paths. It is a treasure to cherish with your family forever.",,of thee i sing | barack obama,,of thee i sing,barack obama,2010.0,05-14,"Of Thee I Sing 
Barack Obama 
Alfred A. Knopf",30,"['Silence and voice', 'Greed', 'Religion and spirituality']"
Travelling while Black,Nanjala Nyabola,Hurst & Co.,,,English,2020-01-01,OL25758708W,http://books.google.com/books/content?id=UK8SEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Thoughtful and original reflections on migration, identity and the experiences of a black woman abroad.",,travelling while black | nanjala nyabola,,travelling while black,nanjala nyabola,2020.0,15-19,"Travelling while Black 
Nanjala Nyabola 
Hurst & Co.",31,"['Dreams and ambitions', 'Bad governance', 'Marriage and relationships']"
Unbowed,Wangari Muta Maathai,,,,English,2006-10-03,OL15606734M,http://books.google.com/books/content?id=l2N-0aShSGAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"NOBEL PRIZE WINNER • A remarkable memoir of courage, faith, and the power of persistence about one woman's extraodinary journey from her childhood in rural Kenya to the world stage. “[Maathai’s] story provides uplifting proof of the power of perseverance—and of the power of principled, passionate people to change their countries and inspire the world.” —The Washington Post In Unbowed, Nobel Prize winner Wangari Maathai recounts her extraordinary life. When Maathai founded the Green Belt Movement in 1977, she began a vital poor people’s environmental movement, focused on the empowerment of women, that soon spread across Africa. Persevering through run-ins with the Kenyan government and personal losses, and jailed and beaten on numerous occasions, Maathai continued to fight tirelessly to save Kenya’s forests and to restore democracy to her beloved country.",,unbowed | wangari muta maathai,,unbowed,wangari muta maathai,2006.0,05-14,"Unbowed 
Wangari Muta Maathai 
",32,"['Marriage and relationships', 'Poverty', 'Morality and ethics']"
The Perfect Nine,Ngũgĩ wa Thiong'o,Harvill Secker,,,English,2020-10-08,,http://books.google.com/books/content?id=35_LDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"A dazzling, genre-defying novel in verse from the author Delia Owens says “tackles the absurdities, injustices, and corruption of a continent” Ngũgĩ wa Thiong’o’s novels and memoirs have received glowing praise from the likes of President Barack Obama, the New Yorker, the New York Times Book Review, The Guardian, and NPR; he has been a finalist for the Man International Booker Prize and was annually tipped to win the Nobel Prize for Literature; and his books have sold tens of thousands of copies around the world. In his first attempt at the epic form, Ngũgĩ tells the story of the founding of the Gĩkũyũ people of Kenya, from a strongly feminist perspective. A verse narrative, blending folklore, mythology, adventure, and allegory, The Perfect Nine chronicles the efforts the Gĩkũyũ founders make to find partners for their ten beautiful daughters—called “The Perfect Nine” —and the challenges they set for the 99 suitors who seek their hands in marriage. The epic has all the elements of adventure, with suspense, danger, humor, and sacrifice. Ngũgĩ’s epic is a quest for the beautiful as an ideal of living, as the motive force behind migrations of African peoples. He notes, “The epic came to me one night as a revelation of ideals of quest, courage, perseverance, unity, family; and the sense of the divine, in human struggles with nature and nurture.”",,the perfect nine | ngugi wa thiong o,,the perfect nine,ngugi wa thiong o,2020.0,15-19,"The Perfect Nine 
Ngũgĩ wa Thiong'o 
Harvill Secker",33,"['Power of language', 'Justice and injustice', 'Trauma and healing']"
Links of a Chain,Monica Genya,,,,,,,http://books.google.com/books/content?id=O_I0fGyyvwQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Kenya is suddenly rocked by a mysterious wave of high-level murders. Who is behind it? and why are the Cabinet being targeted? Christopher Mathenge sets out to find the answers, and finds himself in an intricate web of love, romance, deceit, murder and death.",,links of a chain | monica genya,,links of a chain,monica genya,,,"Links of a Chain 
Monica Genya 
",34,"['Bad governance', 'Morality and ethics', 'Parent-child relationships']"
Secure the Base,Ngũgĩ wa Thiong'o,Seagull Books,,,English,2016-01-01,OL26221969W,http://books.google.com/books/content?id=N4l2EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"The Decolonial Politics and Philosophy of Ngugi wa Thiong’o offers a critical analysis of Ngugi wa Thiong’o epistemic journey from a communalist, communist, nationalist, post-colonial theorist, and ultimately an established decolonial spokesperson of the Global South in the league of Paulo Freire, Edward Said, and Frantz Fanon. Through a reading of his novels and essays, this book provides insight into wa Thiong’o’s decolonial thought that was established within his overarching philosophy and later became the organizing idea for wa Thiong’o’s political activism. Brian Sibanda presents wa Thiong’o as an example of a philosopher within the Global South who has unmasked coloniality, shining light where Eurocentrism has cast darkness. This book offers a fresh perspective for scholars and readers interested in decolonial theory and African philosophy.",,secure the base | ngugi wa thiong o,,secure the base,ngugi wa thiong o,2016.0,15-19,"Secure the Base 
Ngũgĩ wa Thiong'o 
Seagull Books",35,"['Resource exploitation', 'Environmental conservation', 'Generosity']"
Secret Lives and Other Stories,Ngũgĩ wa Thiong'o,,,,English,1975-01-01,OL10244W,http://books.google.com/books/content?id=-wbOwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,wikidata,"Ngugi wa Thiong'o is renowned for his political novels and plays, yet he honed his craft as a short story writer. First published in 1975, Secret Lives and Other Stories brings together a range of Ngugi's political short stories. From tales of the meeting between magic and superstition, to stories about the modernising forces of colonialism, and the pervasive threat of nature, this collection celebrates the storytelling might of one of Africa's best-loved writers.",,secret lives and other stories | ngugi wa thiong o,,secret lives and other stories,ngugi wa thiong o,1975.0,60-79,"Secret Lives and Other Stories 
Ngũgĩ wa Thiong'o 
",36,"['Folklore and oral traditions', 'Identity crisis', 'Religion and spirituality']"
Matigari A Novel,Ngũgĩ wa Thiong'o,Africa World Press,,,English,1998-01-01,,http://books.google.com/books/content?id=zazOchpSJ_gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,In 1994 over 200 students from Universities world wide gathered in celebration of the work of Ngugi wa Thiong'o. The best papers and discussions are collected here.,,matigari a novel | ngugi wa thiong o,,matigari a novel,ngugi wa thiong o,1998.0,95-04,"Matigari A Novel 
Ngũgĩ wa Thiong'o 
Africa World Press",37,"['Wealth and materialism', 'Greed', 'Folklore and oral traditions']"
The River Between,Ngũgĩ wa Thiong'o,"East African Educational Publishers, Kenya",,,English,1965-01-01,OL10246W,http://books.google.com/books/content?id=gf8kyhYA3bwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Explores life on the Makuyu and Kameno ridges of Kenya in the early days of white settlement. Faced with an alluring, new religion and ""magical"" customs, the Gikuyu people are torn between those who fear the unknown and those who see beyond it.",,the river between | ngugi wa thiong o,,the river between,ngugi wa thiong o,1965.0,60-79,"The River Between 
Ngũgĩ wa Thiong'o 
East African Educational Publishers, Kenya",38,"['Wealth and materialism', 'Environmental conservation', 'Bad governance']"
Ngugi Wa Thiong'o's drama and the kamiriithu popular theater experiment by Gichingiri Ndingiriri,Ngũgĩ wa Thiong'o,Africa World Press,,,English,2007-01-01,,,wikidata,,,ngugi wa thiong o s drama and the kamiriithu popular theater experiment by gichingiri ndingiriri | ngugi wa thiong o,,ngugi wa thiong o s drama and the kamiriithu popular theater experiment by gichingiri ndingiriri,ngugi wa thiong o,2007.0,05-14,"Ngugi Wa Thiong'o's drama and the kamiriithu popular theater experiment by Gichingiri Ndingiriri 
Ngũgĩ wa Thiong'o 
Africa World Press",39,"['Wealth and materialism', 'Oppression', 'Folklore and oral traditions']"
Kwani,Binyavanga Wainaina,,9966-9836-6-X,978-9966-9836-6-4,English,2007-01-01,,http://books.google.com/books/content?id=-Wnv4ezcR-kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Following and keeping close to the great tradition set by its three predecessors, Kwani? 4 presents a wail of new voices in literary concert with the not so new. The now established talents- Binyavanga Wainaina, Muthoni Garland, Doreen Baingana- share these pages with the fast risers: Billy Kahora, Mukoma wa Ngugi and Shalini Gidoomal. And Kwani? 4 has delved deeper into the all those spaces where the Kenyan story lives: the street corners, the neighbourhood pubs, the in-between semi rural places where the clash of cultures- the traditional versus the modern- continues to redefine the social roles of the individual, dismantle patriarchal constructs and still retain the pithy wit and the devices of ancient orature that time and the ritual of the communal fireside have honed. Still, as though in ridicule of such notions of Africa as being the continent on the lee side of the Digital Divide, Kwani? 4 reaches into the burgeoning realms of the Kenyan blogosphere to bring such politically aware, borderline intellectual and only-two-degrees-shy-of-rebellious voices bringing a fresh look at the old themes of politics, slices of life and religion and placing them alongside such taboo subjects as sex beyond the hetero-normative ideal. Kwani? 4 is established in Africa as the space for cutting-edge new fiction, mind provoking non fiction and photo-essays and witty graphic narratives.",978-9966-9836-6-4,kwani | binyavanga wainaina,,kwani,binyavanga wainaina,2007.0,05-14,"Kwani 
Binyavanga Wainaina 
",40,"['Wealth and materialism', 'Religion and spirituality', 'Bad governance']"
The scar : a tragedy in one act,Rebeka Njau,,,,English,,,http://books.google.com/books/content?id=LgXcoW9HYIcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,wikidata,"Female genital excision, or the ritual of cutting the external genitals of girls and women, is undoubtedly one of the most heavily and widely debated cultural traditions of our time. By looking at how writers of African descent have presented the practice in their literary work, Elisabeth Bekers shows how the debate on female genital excision evolved over the last four decades of the twentieth century, in response to changing attitudes about ethnicity, nationalism, colonialism, feminism, and human rights. Rising Anthills (the title refers to a Dogon myth) analyzes works in English, French, and Arabic by African and African American writers, both women and men, from different parts of the African continent and the diaspora. Attending closely to the nuances of language and the complexities of the issue, Bekers explores lesser-known writers side by side with such recognizable names as Ngugi wa Thiong’o, Flora Nwapa, Nawal El Saadawi, Ahmadou Kourouma, Calixthe Beyala, Alice Walker, and Gloria Naylor. Following their literary discussions of female genital excision, she discerns a gradual evolution—from the 1960s, when writers mindful of its communal significance carefully “wrote around” the physical operation, through the 1970s and 1980s, when they began to speak out against the practice and their societies’ gender politics, to the late 1990s, when they situated their denunciations of female genital excision in a much broader, international context of women’s oppression and the struggle for women’s rights.",,the scar : a tragedy in one act | rebeka njau,,the scar a tragedy in one act,rebeka njau,,,"The scar : a tragedy in one act 
Rebeka Njau 
",41,"['Trauma and healing', 'Naming and symbolism', 'Morality and ethics']"
